,host,class
1267389,fdknidablyhoosieraw.com,dga
566298,teelakow.com,legit
391996,didxaza.mx,legit
905355,pec24.com,legit
16133,hankooki.com,legit
1532463,usvlmachuslazaroqok.com,dga
1283210,fzfgardenslavetusul.com,dga
701208,pui.com,legit
92472,pozitifno.su,legit
1840588,tlrygwahefwnzvcivxitnjr.com,dga
70319,bikesdirect.com,legit
1762186,xgedhehojfumzprgultinvpn.ru,dga
934869,wsb.bank,legit
467600,beauty-in-health.net,legit
1637364,groudiukqvioh.com,dga
1339713,jjloellefrictionlessv.com,dga
1146249,stlppcyjggxh.pw,dga
318293,cinelinx.com,legit
1941906,varietyofsound.wordpress.com,legit
956397,sealbeachca.gov,legit
1931644,callitspring.com,legit
1181792,xr1mzjoyjvvli.com,dga
357196,atozmp3.mobi,legit
1532553,usxjinalcentricem.com,dga
1799362,slaydsq.org,dga
573135,idealmenus.com,legit
1732694,wwylkaiugkeq.info,dga
1034059,y33qc81dpbqs11jyti7y4ce260.net,dga
1895818,witchcraftcash.com,legit
340730,zalogkrasoty.ru,legit
398094,ohota.guru,legit
377275,arkdiscovery.com,legit
867665,drdouglasadel.com,legit
12551,imgonline.com.ua,legit
727659,infotelconnect.com,legit
1956489,akdeniz.edu.tr,legit
364706,playonloop.com,legit
607908,alie.co.ua,legit
1635488,fwihanggdj.bid,dga
854550,blankees.com,legit
1025969,3zw80c1cfmvdsmdgy6k1da4dqm.org,dga
1232851,dbyksatformalisticirekb.com,dga
846740,agpmonline.com,legit
1983373,haglofs.jp,legit
1283364,fzhxpartbulkyf.com,dga
1970552,sbobetnow.com,legit
388317,dwarkainternationalschool.com,legit
1092372,cphnwuvbrydoxhoj.eu,dga
321574,steadyinvestor.com,legit
1835013,pwhmqublqb.org,dga
1756588,sottjxtnogfjjyn.com,dga
1876132,text.ru,legit
754731,consciouscityguide.com,legit
1683502,cwmfijfhgjpbqo.com,dga
1104555,dpqlmnfslfvn.cc,dga
802045,tollegiveaways.webcam,legit
737282,vintrick.com,legit
1355480,kexqsikathrinezad.com,dga
148575,schuhdealer.com,legit
22597,p2l.tv,legit
1293240,gorwsatformalisticirekb.com,dga
1327761,iqixanarianaqh.com,dga
1425960,oktranerraticallyqozaw.com,dga
404941,cantranslate.com,legit
1693342,heltkwqwwtrjwf.cc,dga
376329,team61.ch,legit
1516859,ttyuepictom.com,dga
927554,totalityofbeing.com,legit
1258650,eofnmachuslazaroqok.com,dga
330466,driverapponline.com,legit
939161,the-best-widgets.blogspot.gr,legit
842885,thuongquangia.wordpress.com,legit
1175561,hq9cpyk4jcyp.net,dga
361142,shell.com.pk,legit
1422718,oezsmen.com,dga
892682,machelpformom.com,legit
547075,horufadhi.com,legit
1959694,aurora.network,legit
2040633,secondhandhounds.org,legit
438360,tvnews.fr,legit
1084123,rv4x641lgxc6a15r9hnjjk50bz.com,dga
1042934,4auajjk41mre1u4rs161kvt4y2.com,dga
663599,damiaopaz.com.br,legit
68911,osullivan.ru,legit
1903190,vogue.es,legit
533602,richlandcountyauditor.org,legit
1221892,cipqiologistbikerepil.com,dga
21272,topquizz.info,legit
917402,skylink.io,legit
1057718,3c1s4b1dvptgky9xfwehu9zss.net,dga
1211542,btofellefrictionlessv.com,dga
972511,swiatducha.wordpress.com,legit
445940,prontoprofessionista.it,legit
276819,readinghorizons.com,legit
1506155,tftibyplaywobb.com,dga
1592648,ygnorasildeafeninguvuc.com,dga
1341849,jlzgfordlinnetavox.com,dga
1486965,rzvrestnessbiophysicalohax.com,dga
1994526,zwgu5.tk,legit
2040385,ohclassic.com,legit
652239,episod.online,legit
1172970,azwspxiu3isk5s.com,dga
25815,adpgtr.com,legit
4934,indeed.fr,legit
1040329,1xifb0vcp0rim1cxo2am2j2vjx.org,dga
607226,zoan.io,legit
660140,acontecenoticias.com.br,legit
857013,buzz99.com,legit
978408,csmusic.net,legit
860711,clarkeaward.com,legit
1073981,1u9j3qc5552hy1gjmhv01o7nwwz.org,dga
58519,planetadetstva.net,legit
1188656,akdaiologistbikerepil.com,dga
1551986,vvyyepictom.com,dga
849580,architecturalcomputing.org,legit
251722,appsformacpc.com,legit
1721494,cqepiflzeyxv.info,dga
685051,bce.tumblr.com,legit
2034419,citedelarchitecture.fr,legit
1143294,rlilltxnlome.cc,dga
1664297,sptdvupibleqhxlxw.com,dga
1263971,ewvxsemitismgavenuteq.com,dga
191999,bundlehaber.com,legit
1826862,kojurcxiiha.org,dga
150544,wolgadeutsche.net,legit
1873575,proxybay.bz,legit
1169666,tkqplvc.info,dga
1183345,aanrmachuslazaroqok.com,dga
273717,spartanbladesusa.com,legit
340299,museduc.gr,legit
1007824,r61dmv10mo7qg1o6ryaz5vs3sw.com,dga
66370,albertsons.com,legit
1210485,brvfepictom.com,dga
702385,rvstainless.com,legit
965196,aurelus.pl,legit
353957,raw.exchange,legit
771082,winston.ru,legit
840001,mechel.ru,legit
824219,youplayvideo.com,legit
2042562,guitarsite.com,legit
46511,e-payless.com.tw,legit
1172196,93wuvh9zjzm.com,dga
825501,pomens.gr,legit
986479,bigbirdweb.com,legit
1091841,1izr7elkdjsmz1y8u3c512cgzfl.biz,dga
631486,anime-descargas.com,legit
191308,klasfoto.com.tr,legit
1225832,coxuinalcentricem.com,dga
715929,amebis.si,legit
579686,vkif.lt,legit
1811293,akuaniuld.org,dga
1511492,tnjxsikathrinezad.com,dga
211819,99hack.net,legit
1550771,vvedllaabettingk.com,dga
655566,boardengineer.com,legit
1852839,ywmqaeuikksiaiwo.org,dga
1243681,drmfalitydevonianizuwb.com,dga
129660,uoteam.com,legit
89468,wsop.com,legit
1365320,kwreanerraticallyqozaw.com,dga
711993,lakom.bg,legit
1141407,qtgubbteuqje.com,dga
261944,tuconsumomovistar.cl,legit
1075575,1wuvwvc8o2fs1or1568134m8ip.net,dga
1590423,ycpjanerraticallyqozaw.com,dga
356927,livinghomegrown.com,legit
1204511,bjqrardenslavetusul.com,dga
1796844,qyblhnbwoshvho.eu,dga
1885151,autostrade.it,legit
1718961,xuguxaj.info,dga
1184313,acjfalitydevonianizuwb.com,dga
1676735,yfmnjsefukrgyg.com,dga
637669,mundonegro.es,legit
1832996,ooeirwmgggasqlrvj.org,dga
2003400,detailingworld.co.uk,legit
1548249,vrkdmen.com,dga
209324,quackwatch.org,legit
40336,locanto.co.za,legit
1474283,rjihbyplaywobb.com,dga
876282,getnas.com,legit
1438908,pheuellefrictionlessv.com,dga
407634,epakalpojumi.lv,legit
32362,pornstar-scenes.com,legit
328390,planetsforkids.org,legit
1943874,voicenote.in,legit
1381070,ltsxrasildeafeninguvuc.com,dga
516593,hakone.or.jp,legit
1956436,usafiles.net,legit
1534175,uwjnsagabardinedazyx.com,dga
535446,pornoexpert.net,legit
1531262,uqvaererwyatanb.com,dga
563549,rifmaslovo.ru,legit
1282103,fxloestnessbiophysicalohax.com,dga
422668,growandconvert.com,legit
1587009,xxxwleasuredehydratorysagp.com,dga
665515,freewiiugamesiso.com,legit
195205,hammertools.de,legit
365964,sydneycbd.repair,legit
1402931,ndtkfordlinnetavox.com,dga
764093,squarexo.co.uk,legit
1589481,yatumen.com,dga
176633,spankbang.xxx,legit
2450,rarbgmirror.org,legit
1909800,piccoletrasgressioni.it,legit
1733310,yiyqpanansnan.cc,dga
934957,wvroane.net,legit
895679,midwestdesignimports.com,legit
439763,antexweb.net,legit
61911,ivycoach.com,legit
1092487,ea80c6665c3abe003f12d3b6a1a4186b70.cc,dga
1426654,omjwellefrictionlessv.com,dga
260750,kinosalo.com,legit
534903,bpcprocessing.com,legit
1122823,jlybbipsttdk.pw,dga
1644689,jwpunrxd.click,dga
1913637,unique-vintage.com,legit
1957540,basicmusictheory.com,legit
1163043,yyutumdtejvf.biz,dga
935308,xuen.li,legit
484898,fightnetwork.com,legit
80187,yunbtv.com,legit
1001439,1clf53lkjirruemfkw91tidw09.net,dga
733273,hardreset24.com,legit
1055459,1qwh6y41rqg7q811jt22i1xl6is2.biz,dga
1406391,njftfordlinnetavox.com,dga
545152,garminstore.ir,legit
1494544,smlbellefrictionlessv.com,dga
952207,magrica.ir,legit
688241,crazedpilot.com,legit
1861878,zwffifjucplv.dynserv.com,dga
486878,leeleesims1.tumblr.com,legit
395730,comptabilisation.fr,legit
614098,mijnijzerwaren.nl,legit
1035468,dkharz10i8ilu1y4w88ojuc8jg.biz,dga
77314,cecile.co.jp,legit
118223,bigstub.com,legit
991283,greenwhitegreennews.com,legit
679945,westcoastmen.org,legit
870392,ergdhmerg.wordpress.com,legit
1802801,uknjrayklcxx.tj,dga
1200293,bdtkancorml.com,dga
1685824,cpyixyjhyhsvuv.tw,dga
1867504,swlriiifnwqrerkp.com,dga
796194,nuriacornelius.tumblr.com,legit
568061,nadia-training.com,legit
1122097,jihbcihdqtbe.xyz,dga
1930473,axa.de,legit
196203,jobs-alerts.in,legit
1934272,pubvn.net,legit
1475385,rlawmachuslazaroqok.com,dga
1382065,lvkmrsensinaix.com,dga
1987443,cyclinguk.org,legit
1448408,ptrwellefrictionlessv.com,dga
183990,film-ua.com,legit
254309,vitalchoice.com,legit
934274,wolfandiron.com,legit
1083382,460foq1l4f5gh1rys2om1vvtaj7.org,dga
1619577,zxhbepictom.com,dga
981748,electroniccircuits.gr,legit
25638,forum2x2.ru,legit
1507794,thxaamentalistfanchonut.com,dga
114504,puyoqueday.com,legit
331364,spark-rockmagazine.cz,legit
298848,eskhata.com,legit
1923515,gravuregirlz.com,legit
237567,sarawakenergy.com.my,legit
82313,jeryco-store.com,legit
1636459,ghwdrtxplacpt.com,dga
306088,gpkafunda.com,legit
690399,etex.net,legit
1693730,ghngxvdqrbqgpv.com,dga
1724591,ilionmnansnan.org,dga
1620251,zxutenhancedysb.com,dga
484548,tiffin.com,legit
711260,bigbank.lv,legit
880427,highergroundmusic.com,legit
1619008,zvwjidablyhoosieraw.com,dga
25177,thebay.tv,legit
565852,futbolparatodos.com.ar,legit
52205,dtfnights.com,legit
737799,calculator.com.my,legit
207763,technotification.com,legit
332443,reiten-brandenburg-berlin.de,legit
1980993,mahagst.gov.in,legit
371669,cremas-caseras.es,legit
651814,7zshare.blogspot.com,legit
2002344,disneyonice.com,legit
131959,tweetfeed.com,legit
1105749,edefbiimudgv.ru,dga
826726,ubb.org.ua,legit
802760,uportal-wbv.de,legit
618414,ext-2255911.livejournal.com,legit
144246,bizwords.jp,legit
1968390,fafan.kr,legit
413197,dementiatoday.com,legit
151282,astream.me,legit
124884,yzf.com.cn,legit
2028627,ferienparkspecials.de,legit
880158,herbsaint.com,legit
1576191,xjlcsikathrinezad.com,dga
1412115,nralardenslavetusul.com,dga
553565,isar-container.de,legit
1765317,oreredotntelxp.info,dga
976413,azimuthacademy.com,legit
465657,predictionmania.com,legit
1875653,couponsatcheckout.net,legit
1466187,qwjhleasuredehydratorysagp.com,dga
525900,cremashop.se,legit
1269904,fhcymachuslazaroqok.com,dga
674775,afriqueporno.com,legit
955078,pooyait.blog.ir,legit
320025,shadabtor.ir,legit
999666,bioygeo3.wordpress.com,legit
1103454,dgkwwrqqyhyc.biz,dga
1063289,riqxfcf.org,dga
199360,ishkop.uz,legit
784007,bobmob.stream,legit
186392,thailandfans.com,legit
1906454,bazarpnz.ru,legit
757216,gorodinfo.net,legit
1207625,bnvdsagabardinedazyx.com,dga
1085093,167aptqg0dw1n1uhsi8v1iarkdb.biz,dga
220080,ican.ir,legit
1974789,curtin.edu.my,legit
1171361,419nii529c5ibe.com,dga
284292,swiatkoni.pl,legit
39795,gdansk.pl,legit
1824702,jeszjgrz.org,dga
462047,millernash.com,legit
179889,openboxfan.com,legit
2023364,mutuiperlacasa.com,legit
1572652,xdxyenhancedysb.com,dga
966520,drukpolska.pl,legit
739791,piarawatersps.wa.edu.au,legit
2047868,o2.box,legit
1885734,yourmechanic.com,legit
85531,bananacoin.io,legit
1225820,coxporcajanunal.com,dga
1130324,mxgxcsfcklmn.com,dga
1897337,bohemia.net,legit
200809,mtn.com.af,legit
961929,metaphysics-knowledge.com,legit
1023307,1fnki0t17jw5oq131kiu1fdgbq4.com,dga
1258329,emygmen.com,dga
1356124,kgmqvinskycattederifg.com,dga
1141954,qxuvqtggsphv.com,dga
1335854,jdvspartbulkyf.com,dga
799040,s7-1500.ch,legit
1754503,rdvsqnpojsxrr.net,dga
661345,barradopirai.rj.gov.br,legit
306835,tesonline.ru,legit
431495,crmh.fr,legit
2029526,windowscenter.net,legit
718242,kstsco.com,legit
159630,bagevent.com,legit
2001991,hobobags.com,legit
689562,drrobbin.com,legit
354965,cghjournal.org,legit
649527,fraekkesmkontakter.com,legit
1014480,tuwrnz.biz,dga
1658986,qhnryfrdem.com,dga
217631,okcashback.ru,legit
531481,egsd.org,legit
893384,mantrshopo.com,legit
343570,australianplays.org,legit
330218,narenjikindergarten.com,legit
1308270,hncyleasuredehydratorysagp.com,dga
1982598,verdi.de,legit
1791692,nyykpwausadcetnrtjj.mu,dga
1020264,1sklx909i2xk2cc73w21my4ose.net,dga
1537898,vdibalitydevonianizuwb.com,dga
1249077,dzeksatformalisticirekb.com,dga
1229378,cuzvllaabettingk.com,dga
247782,bestcreditoffers.com,legit
1178182,ongk54rsmkofd.net,dga
185508,connecticare.com,legit
1773166,demlqrdcrijcrvuhw.me,dga
127276,bizggro.com,legit
1115400,hlfsjvemffkx.com,dga
1774289,dvekuoulqxdngwpae.tw,dga
1020469,4tlah61vcoxbft0kxo8hbdf4u.biz,dga
1778735,gkqyakgdmauruspsym.sh,dga
1172084,5tajbkx9je4n.com,dga
1201735,bftcbyplaywobb.com,dga
1723286,gcqauaqqaygc.com,dga
1246962,dvskalitydevonianizuwb.com,dga
2011409,thewashingtonreporter.com,legit
1417694,nxvtalitydevonianizuwb.com,dga
1634482,fkqrjsghoradylfslg.com,dga
746394,unews.vn,legit
398378,galamtv.kz,legit
634091,electrobuy.es,legit
1831844,nuqndoguciyjvsylfxz.biz,dga
782606,aspecton.de,legit
544,albawabhnews.com,legit
1143251,rktiqleiiqwj.com,dga
125803,criminalcaseclub.com,legit
1807604,xfkwfsmbxtfdqdbdsdlnx.ki,dga
1513361,tprasemitismgavenuteq.com,dga
1869196,crowdhappen.net,dga
732659,stand-out.net,legit
304319,vatican.com,legit
44387,city4me.com,legit
67009,boom-app.com,legit
1234204,ddxfrsensinaix.com,dga
341622,premier-africa.com,legit
593187,denooyer.net,legit
1833540,oxafdrcrxonuusgjatltnhrs.biz,dga
1714688,qekokup.info,dga
66989,24auto.biz,legit
806005,bonairehomes.com,legit
1308192,hnbuancorml.com,dga
348237,ballatango.it,legit
1648986,ltqlqvny.com,dga
1559016,wgofthoodivettewl.com,dga
1857383,mperzk.dyndns.org,dga
1133603,olgxctensitb.com,dga
1047923,fvjckuhiy.work,dga
2015461,idisk-just.com,legit
556125,acsshows.com,legit
908352,prodatarecover.com,legit
724554,thinkingzone.pl,legit
1231639,dbahsatformalisticirekb.com,dga
1571583,xdeuardenslavetusul.com,dga
568957,carwallpaperhd.site,legit
195787,novoeradio.by,legit
996806,bloggerperempuan.co.id,legit
1060388,n9603f21de25c902ef9bf42bdae5e1f800.in,dga
921199,sunnymauivacations.com,legit
1648465,lnvgfiwewthlhdgsnlo.com,dga
201826,brokerage-free.in,legit
432791,francmacron.wordpress.com,legit
632002,beach-nudists.com,legit
998154,osea2.go.th,legit
1995510,inntopia.travel,legit
98114,hyesingles.com,legit
997115,dmilvdv.narod.ru,legit
939769,raovatchotot.net,legit
737738,animers.info,legit
1176522,kdlltr1eha5sm.com,dga
1439442,phobllaabettingk.com,dga
1135279,oyopsrrryqix.com,dga
260688,realstream.space,legit
666647,imprensaoficial.pr.gov.br,legit
1176103,j4oukvsr2pwyb.com,dga
1539313,vfimsemitismgavenuteq.com,dga
869138,effectiveremedies.com,legit
1295277,gslspartbulkyf.com,dga
465300,transformacjasylwetki.com,legit
1896563,classicfirearms.com,legit
1275225,fnsdererwyatanb.com,dga
1331725,iwvrestnessbiophysicalohax.com,dga
1317593,hznnllaabettingk.com,dga
670921,puregood.co.za,legit
1641942,isidntxnsnrqnv.bid,dga
1688223,bytpfsdxbjibna.tw,dga
891104,lisahedge.com,legit
1716180,sirutus.info,dga
660351,akibaspace.com.br,legit
1536846,vboxestnessbiophysicalohax.com,dga
546088,cegepmontpetit.ca,legit
840063,worldfree4us.in,legit
1268601,fffksikathrinezad.com,dga
348942,headmusicstudios.com,legit
442671,giteinlombardia.it,legit
929430,ultrarunnergirl.com,legit
1177561,n3hwxlvfd2w2.com,dga
1372535,lhwvenhancedysb.com,dga
465932,kurandan.com,legit
531163,csiweb.com,legit
1700060,wyehhyskdgpgil.in,dga
1805122,vtmtgmuolerf.xxx,dga
180513,cewe-fotobuch.de,legit
1552710,vxlvinalcentricem.com,dga
54094,biblioteca.org.ar,legit
581839,adndevblog.typepad.com,legit
1976008,catawiki.pt,legit
46670,advnet.xyz,legit
1376967,lnypardenslavetusul.com,dga
213900,resumeok.com,legit
732062,boxoutmarketing.com,legit
184689,descobrirportugal.pt,legit
1354512,keasmen.com,dga
664515,empreendedor-digital.com,legit
76317,ipython.org,legit
1574875,xhmursensinaix.com,dga
908414,profitrace.mobi,legit
264812,obvesim.net,legit
1751156,piljjstwlkjgqxr.com,dga
771956,hentai-x-mf.blogspot.com.ar,legit
1764019,zhpnqvuhqops.info,dga
593522,drund.com,legit
290845,meddeas.com,legit
1392043,mkomererwyatanb.com,dga
1093655,q26e91288f0643e9b936e40c1521eeeafc.cc,dga
1156262,woljuqydwnun.com,dga
1724142,hpqqesfox.org,dga
815593,moby.la,legit
923225,tessiellation.tumblr.com,legit
1164516,vofelbuzopc.kz,dga
84114,ysu.edu,legit
958112,tobe94.blog.ir,legit
862041,complementarytraining.net,legit
942375,quiksilver.co.id,legit
1740509,ijtturpnwlzpjcvo.com,dga
116919,lifecraft.fr,legit
674191,wfconcursos.com.br,legit
1967791,shpok.net,legit
1136105,pheeihgbvshg.com,dga
213373,ooonet.ru,legit
1345464,jrlkepictom.com,dga
143171,destinationunknown.travel,legit
1325075,ikzafordlinnetavox.com,dga
1572265,xdquererwyatanb.com,dga
1527080,ukeirasildeafeninguvuc.com,dga
1295451,gspworcajanunal.com,dga
117712,rmcmv.us,legit
1053477,1qdhjtw17ol6xoqfp8ooo2o5zl.com,dga
737780,newdom-21.ru,legit
1212534,bvfxfordlinnetavox.com,dga
707647,vintageportland.wordpress.com,legit
967119,filozofiasmaku.blogspot.com,legit
36439,jurnalul.ro,legit
1598322,yqkainalcentricem.com,dga
2011980,1dv.ru,legit
296318,shablony-powerpoint.ru,legit
1286102,gcmyardenslavetusul.com,dga
2014172,cryptocurrency-japan.info,legit
1912162,chaomi.cc,legit
1423379,ogoubyplaywobb.com,dga
362978,havasokulu.com,legit
73480,wpcu.coop,legit
22880,pof.com.br,legit
738522,safetermination-abortionpills.co.za,legit
1679019,wprbcllrqhqtzzppcr.com,dga
778684,mtres.co,legit
780354,rosmetod.ru,legit
267645,sparkasse-fulda.de,legit
379738,kk-hosting.de,legit
241494,chollisimo.com,legit
1557270,webdestnessbiophysicalohax.com,dga
1120582,ixthyiiyfkym.com,dga
179041,blackdesertanalytics.com,legit
1292388,gmzarasildeafeninguvuc.com,dga
216942,docbrown.info,legit
1136436,pirqxtknpkcm.com,dga
372151,ioncube.com,legit
928593,tshirtdeli.com,legit
1075665,1ubijsz18cplmp2f4wev14qyx3w.net,dga
1619431,zxedepictom.com,dga
347873,successbefore30.co.id,legit
1752671,pyl68b68hzhtl48m19o51eyj66oyh54e31dwp62nu.biz,dga
1370525,lfmnsagabardinedazyx.com,dga
1078475,rfcwtfvhiow.biz,dga
964529,jordancomputers.com,legit
744555,setinsp.pt,legit
1089907,obscoh1f4p2hh1v717sq1hvrk2o.com,dga
1922886,ngaydep.com,legit
1334066,jbqkidablyhoosieraw.com,dga
891971,loufranco.com,legit
688037,cooperpub.com,legit
846524,afcurgentcaremiramesa.com,legit
1422919,ogeesatformalisticirekb.com,dga
1277127,fragidablyhoosieraw.com,dga
727115,techyard.net,legit
1149436,ubwyyolmiqph.xyz,dga
1459610,qkmwpartbulkyf.com,dga
1132361,nuxhthpkjokt.net,dga
406369,baggo.tw,legit
177334,rma.ch,legit
1897960,17566.com,legit
414975,tarjim.ly,legit
1071139,13kw33y1oak3mv3ky8fo1i4jp6t.net,dga
1489013,scozplefrostbitecycz.com,dga
1536064,vbavsatformalisticirekb.com,dga
1892274,bifilmizlesene.com,legit
516324,bizontv.com,legit
1362561,ksesardenslavetusul.com,dga
1093498,p5c532c7c3f79851200b3bd020a7536bc0.in,dga
705740,thedresstheory.com,legit
654667,hottubireland.ie,legit
1008070,7qw90z1sqyhpqx2tyunuv8vr8.biz,dga
1596434,ymuwanerraticallyqozaw.com,dga
1073949,f9if2hbc6io613teh5r18ni613.net,dga
394390,jobapplicationpoint.com,legit
437700,stafina.fr,legit
1468890,rbqpiologistbikerepil.com,dga
460475,field-online.com,legit
1152963,vgslxgxmrqfg.com,dga
29644,allodocteurs.fr,legit
1639525,hpvdcstx.com,dga
1115046,hisjjifixgdg.com,dga
125486,guyswithiphones.com,legit
1720507,atufrkdsholapet.org,dga
1548326,vrlprsensinaix.com,dga
1702673,fcycbqattntsianwo.net,dga
1138857,pxqjnkweehcu.biz,dga
41796,1080p.space,legit
1498787,sudmrasildeafeninguvuc.com,dga
340218,surfwax.com,legit
1046356,fnqfaejlpd.biz,dga
817569,sundaylanestudio.com.au,legit
1300757,hbxesikathrinezad.com,dga
42035,ck101.org,legit
1135683,pdxddxmkmuto.com,dga
1828040,lhzurgnwzz.com,dga
653832,idi.org.il,legit
227674,motorsegypt.com,legit
662980,comoassimvanessa.com,legit
486263,dayansafar.com,legit
598800,panginaheals.com,legit
979289,onlineincomemonthly.com,legit
1676044,xwtabpvovvuvdmtg.com,dga
1057301,ugw1wp1xbtoi61q9yukq1vt1rua.com,dga
86176,slec-china.com,legit
490751,modellina.rs,legit
155261,bume.io,legit
1487680,sakimachuslazaroqok.com,dga
1625672,bnqtprgtsgfqjcdbahd.com,dga
1558260,wexiancorml.com,dga
1528799,umrsenhancedysb.com,dga
242440,bioinfo.org.cn,legit
2038733,fh-bielefeld.de,legit
698309,mygoldrushtales.com,legit
500576,tucampusdeformacion.com,legit
1262552,euqirsensinaix.com,dga
1440078,phyppartbulkyf.com,dga
227982,republicbroadcasting.org,legit
273034,glottopedia.org,legit
707534,veroniiiica.com,legit
1534066,uwgwenhancedysb.com,dga
1662062,rpgrjkecsit.com,dga
1151620,uunqxhxxybyt.pw,dga
613765,kaulon-archeologia.it,legit
373204,bibliotecasdelecuador.com,legit
1740918,iqhxh44lsbqirc29fscwf42l48d50mtorhqfv.info,dga
257661,365worldstorerxs.com,legit
511254,kingofswings.com,legit
1565075,wqutthoodivettewl.com,dga
1439516,phpkamentalistfanchonut.com,dga
82502,nn-free.click,legit
487063,nitsikkim.ac.in,legit
232127,tarimziraat.com,legit
1679968,yveyvgreplgjcj.me,dga
2027978,arabsuperelf.blogspot.com,legit
1566633,wuecenhancedysb.com,dga
931883,voxdomains.com,legit
1721301,civqmyfqbex.com,dga
352116,alertageral.com,legit
1111827,ggfvgiphlfdh.cc,dga
1642018,itcjsevfalp.bid,dga
701023,proalloy.co.uk,legit
690769,fbhealthplans.com,legit
1424400,oilrepictom.com,dga
663175,contandohistoria1977.blogspot.com.br,legit
183992,wsf2018.org,legit
1235775,dfzaardenslavetusul.com,dga
1315761,hxgpalitydevonianizuwb.com,dga
2007361,gphoto.stream,legit
188430,settle-in-berlin.com,legit
977267,gboxapp.com,legit
659502,gulliver-wear.com,legit
1509186,tjvzbyplaywobb.com,dga
278944,kellyservices.it,legit
872336,felixip.blogspot.com,legit
1418115,nzdvfordlinnetavox.com,dga
867484,downrangedaily.com,legit
181467,warboxs.ru,legit
1209173,bpwqidablyhoosieraw.com,dga
1949482,shuiguozhuan.com,legit
550529,connecticutseed.org,legit
158644,sonru.com,legit
405115,blackgirlspictures.net,legit
