,host,class
266707,portal.lviv.ua,legit
819357,lacasacomics.com,legit
805079,cloudrino.io,legit
709525,softmaker.kz,legit
1473581,rhvvmen.com,dga
1052815,wdgr061m8a15m1p4vtn21domhyi.biz,dga
1192439,aqkxplefrostbitecycz.com,dga
327270,texelmobilerepairinginstitute.blogspot.in,legit
636423,lacarpuertas.com,legit
2006912,vogelbescherming.nl,legit
1505943,tfqcsikathrinezad.com,dga
1573176,xfhpsikathrinezad.com,dga
810717,pdbooks.ca,legit
375236,ticks.co.il,legit
364152,zoosex.bid,legit
699516,oneearthsacredarts.com,legit
136073,handspeak.com,legit
521887,legendarylea.me,legit
1345827,jrscllaabettingk.com,dga
1103812,dinmlefshovf.pw,dga
2014083,colorful-instagram.com,legit
1686719,pslkdbupjxkdqg.pw,dga
24156,wotif.com,legit
1598210,yqhniologistbikerepil.com,dga
956799,shikpartition.com,legit
1756642,spniupcynqpspvq.info,dga
899580,nattvingen.tumblr.com,legit
1325838,imqsfordlinnetavox.com,dga
742459,myfreeebookdownload.com,legit
524543,rbrasilsolucoes.com.br,legit
1643307,jijofgpkgxmyelgb.com,dga
1257728,emkcidablyhoosieraw.com,dga
610997,mytradersstateofmind.com,legit
1678117,yvsbgypfh.com,dga
1581525,xrbbardenslavetusul.com,dga
1454155,qatbleasuredehydratorysagp.com,dga
808932,niucp03.blogspot.hk,legit
526270,navaphone.ir,legit
290946,morningeconomics.com,legit
708219,wfh.io,legit
72490,nbcconnecticut.com,legit
357208,distancebetween.co.in,legit
302834,wplist.org,legit
827219,4cats.io,legit
820742,thaischool1.in.th,legit
661658,blogdoirineu.com.br,legit
683859,anchortagdesign.com,legit
686952,cbts.net,legit
1731509,uugnsqeoya.net,dga
386830,spotonnetworks.com,legit
1289701,gimwsatformalisticirekb.com,dga
1739568,hndnptxoluozpgr.biz,dga
460678,gaceflyingclub.com,legit
1937273,virtualworldsland.com,legit
951614,kimia-college.ir,legit
1126923,lksnceypywwg.xyz,dga
1879591,debenhams.com,legit
1938241,newsshooter.com,legit
743997,lusa.pt,legit
1254441,egowalitydevonianizuwb.com,dga
501259,forerunnertv.com,legit
1654115,ocashakqllytwvxfdbx.com,dga
1334659,jdapfordlinnetavox.com,dga
1015883,qdtpqkjnf.org,dga
948405,facename.com,legit
1683061,kurpqukalxdoyv.tw,dga
201749,onlybooks.org,legit
492353,somosmovies24.com,legit
1929158,hanhande.com,legit
503062,papalone.tumblr.com,legit
865183,dciinc.jobs,legit
1111405,geqnioojjxjq.pw,dga
108434,kino-youtube.ru,legit
1480925,rruibyplaywobb.com,dga
845079,7-15-35.ru,legit
734624,migo.rs,legit
543006,broersma.nl,legit
1492025,sihcinalcentricem.com,dga
202403,sugarfishsushi.com,legit
905615,perdurabo10.tripod.com,legit
1148495,ttcjlxyylbkv.com,dga
718564,mytarh.ir,legit
703334,shoplittledesignco.com,legit
369913,isekaishousetsu.wordpress.com,legit
204050,office-lernen.com,legit
795426,musiker-in-deiner-stadt.de,legit
1153433,vmxxyypvvfob.com,dga
1255933,eiwnthoodivettewl.com,dga
154293,loadable.org,legit
743074,akio.com,legit
1838628,sepmmthpfeetqtqhfvcq.com,dga
1735979,dnrjznbqgvopcadmltorwo.ru,dga
1793730,peoxofqmxjvpdmw.nu,dga
1973275,3400.org,legit
309693,clark.nv.us,legit
1157175,wwpppxynwwwx.pw,dga
69426,sandymunro.net,legit
1088278,16oao0rr8hbzzlp7lnardi6et.org,dga
85645,daokers.org,legit
825417,fairyland.com.gr,legit
58377,prawdaobiektywna.pl,legit
454,skype.com,legit
114132,kindaipicks.com,legit
512675,turkfurniture.com,legit
277676,robertgreiner.com,legit
834917,therestlessworker.com,legit
1003436,15xxpr61adidolhuhxan1semcc1.com,dga
1781904,igswdmwsqtyruhgmqcar.sc,dga
606528,myeway.fi,legit
1774399,dwrlgckfwxibkgh.su,dga
663070,concursoefisioterapia.com,legit
1558408,wgakbyplaywobb.com,dga
1277783,frmkmachuslazaroqok.com,dga
240099,hostingprod.com,legit
260200,bizarre-mature-sex.com,legit
1121210,jcdubwhyewyi.ru,dga
578164,panske-tasky.sk,legit
609877,opentrust.com,legit
1707323,gacenysacew.eu,dga
2017559,place-circle.com,legit
1483145,rvgkidablyhoosieraw.com,dga
1958716,resursecrestine.ro,legit
1196604,aydemachuslazaroqok.com,dga
1115668,hnnrgydkollc.com,dga
181580,geotellurique.fr,legit
919372,springfieldwarranty.com,legit
1125932,lbopjjsltbcc.pw,dga
1887873,blockvalue.com,legit
1496949,sqnviologistbikerepil.com,dga
2017102,nihonshimuseum.com,legit
860455,citationconverter.com,legit
1152784,vfmnulpxmndg.pw,dga
645890,siteconcours.com,legit
655743,sunnahstudent.com,legit
1639148,hlkxkuhcisgpeba.com,dga
1822879,hzjsxisgjxf.biz,dga
1504869,tdwrinalcentricem.com,dga
857954,cardstore.com,legit
51709,nightdreambabe.com,legit
523701,interoperabilitybridges.com,legit
647374,masterguard.at,legit
2001739,zippia.com,legit
1543256,vlahleasuredehydratorysagp.com,dga
1993452,tablestudy.com,legit
486698,thocp.net,legit
1177824,nps24tdnmy.com,dga
1895170,codeburst.io,legit
516336,al-mawqif.com,legit
414348,yogafaith.org,legit
1488154,savfinalcentricem.com,dga
1131095,nivhstsotqno.biz,dga
735770,instabirodalom.hu,legit
1009781,10ii4wu15fanqj1oq2pja1ru2a6n.net,dga
550093,sadas-pea.gr,legit
1954303,voucherslugs.uk,legit
1840194,tfpwqixyqesn.net,dga
1328071,iqposikathrinezad.com,dga
182402,sexbanda.net,legit
5876,ntdtv.kr,legit
628132,vb-bocholt.de,legit
1600424,yuguellefrictionlessv.com,dga
690293,equityoptions.mn,legit
1817004,eenlegczxiczjbgblq.com,dga
805092,gastroguru.ru,legit
737766,nitkaspb.ru,legit
1091772,1x8rive1ms9i4xqvgfw91oyv2p4.net,dga
1972400,iwahada.com,legit
955324,qooy.mihanblog.com,legit
1760192,vkktowlntpprgvk.com,dga
878121,greenwavesystems.com,legit
1019668,1k6k4uxsvvzmvydvb6wh1x94z.net,dga
1558185,wevporcajanunal.com,dga
1784521,jubdaoxhmgddipxrc.nf,dga
779243,3devilsex.com,legit
1144604,rwvwonopjwii.cc,dga
1120693,iyjrryhpxyvr.ru,dga
1496327,sqawanerraticallyqozaw.com,dga
438544,vegemag.fr,legit
1649768,mdfisutfflrjgt.com,dga
21794,btl.gov.il,legit
1889715,smore.com,legit
1156688,wsophplwdduf.xyz,dga
1919866,jockeyindia.com,legit
411172,yaho.de,legit
1624562,bbbdkdlikjqhwc.com,dga
1662695,rwpptulkfatatsn.com,dga
1935061,d10e2mfu67ch.com,legit
1461796,qomqellefrictionlessv.com,dga
1704075,kqdeekkasawxwapqa.cc,dga
824694,edubhaskar.com,legit
1067328,wjlw83v5yo1a13x9m6g15cz1uu.com,dga
648579,profilerehab.com,legit
1083971,oxk5cw1qf5ef3qnl91xz6f4np.com,dga
609289,pomoyka.win,legit
893424,mapleleaffarms.com,legit
1636688,gkjfmkqskosiwsxbcv.bid,dga
1896008,saharareporters.com,legit
1924821,tuhistory.com,legit
316057,mamitati.cz,legit
300295,regonline.co.uk,legit
463366,sexy-ladyboy.net,legit
1666080,tlacivxsgyo.com,dga
1231574,cyzdestnessbiophysicalohax.com,dga
166752,malimalihome.net,legit
815047,amigotechnotes.wordpress.com,legit
18911,animatetimes.com,legit
397366,ilektroxoros.gr,legit
371200,mpbus.com,legit
561122,pointsnorthinstitute.org,legit
1500079,swfvidablyhoosieraw.com,dga
558772,greylock.com,legit
973795,zamknietawpozytywce.blogspot.com,legit
1341471,jlrwrasildeafeninguvuc.com,dga
1226079,cqdiinalcentricem.com,dga
206568,brinkster.com,legit
917024,single-boards.com,legit
661406,bec.sp.gov.br,legit
1648732,lrbhptmskhydnsmlh.bid,dga
288101,emex.ro,legit
163324,cartersoshkosh.ca,legit
1402666,ndosmen.com,dga
564519,goldsuntv.com.tw,legit
1835879,qjznsnzomuwhrrj.org,dga
1996740,shipbao.com,legit
1275246,fnsmorcajanunal.com,dga
761758,pekininsurance.com,legit
767135,myleatherman.ru,legit
449203,zafootball.com,legit
857995,carepassport.com,legit
1450240,pvxyestnessbiophysicalohax.com,dga
839383,massivepumps.com,legit
1222348,cizqererwyatanb.com,dga
1253096,eelrardenslavetusul.com,dga
2042513,vipsystem.ir,legit
1424767,oitvmachuslazaroqok.com,dga
841714,blogstroiki.ru,legit
1771246,cbvegkcj.ir,dga
1418296,nzgvvinskycattederifg.com,dga
1943756,premed101.com,legit
1760011,vehqiwtvyprbrxoz.biz,dga
2001058,formaideale.rs,legit
1513143,tpnhiologistbikerepil.com,dga
1195564,awgaellefrictionlessv.com,dga
141621,ungerboeck.com,legit
1111351,gdqvnxufltlm.pw,dga
1080579,lnpsrimkweejr.info,dga
1181303,wkc4usr2c9brjv.net,dga
136326,britishcouncil.org.ng,legit
1535822,uyvyleasuredehydratorysagp.com,dga
29266,designshack.net,legit
1653794,nwwrxhdshbwbgdfal.com,dga
197101,movieus.stream,legit
1875448,carid.com,legit
1662654,rwhplobpvywmdrndoo.com,dga
733176,olvacourier.com,legit
82286,cuthouse-soso.com,legit
582966,bonzai.co,legit
431662,decoetcompagnie.com,legit
605119,shopmalinka.ru,legit
259076,gooya.us,legit
179934,tucowsdomains.com,legit
861137,clubone-online.com,legit
119035,edres.org,legit
1919141,lesmoutonsenrages.fr,legit
141990,scalebay.ru,legit
207790,iase-web.org,legit
1672691,wjveumaisjhqbwtwvih.com,dga
130860,pasionaguila.com,legit
1767729,aawyijauxigioaecqxk.me,dga
1546819,vpkbrsensinaix.com,dga
215517,domaining.com,legit
1709387,jenukon.info,dga
1175590,hsoe3j2x413.net,dga
178780,librarycatalog.info,legit
1077730,ev7v7n5hepyf7dmredo.ddns.net,dga
594067,fallingrocktaphouse.com,legit
1414900,ntxhalitydevonianizuwb.com,dga
1147122,teujcvmhephm.xyz,dga
1020871,133g9infp8fjoxs5e5z7mabn0.com,dga
1490198,seqqepictom.com,dga
1159789,xxsdynbktbyf.com,dga
118770,fruitlesbianporn.com,legit
828328,cabcallowayschool.org,legit
243603,mataderomadrid.org,legit
577687,excelsiormedical.com.tw,legit
246264,aktivtraening.dk,legit
1821067,gvezsmozxfoujvh.org,dga
1312461,htagmachuslazaroqok.com,dga
1212970,bvnsalitydevonianizuwb.com,dga
1519436,txtfellefrictionlessv.com,dga
439495,agenziabpb.it,legit
565546,visacomtour.ru,legit
1188444,aiygorcajanunal.com,dga
958036,tiandercellular.blogspot.com,legit
422085,vincechan.me,legit
167284,visapro.com,legit
922119,tailsntraining.com,legit
2038978,sturents.com,legit
1195764,awkmiologistbikerepil.com,dga
1538107,vdlxsemitismgavenuteq.com,dga
1621510,zzsfellefrictionlessv.com,dga
62003,yts-yify.com,legit
1250566,eahymen.com,dga
1133286,ogxdvbfotwhu.com,dga
1030761,xwmfgh.com,dga
954703,pcstar.ir,legit
295169,adobeexchange.com,legit
434796,loterieplus.com,legit
1734719,bislqzhsrejus.net,dga
1126787,lkhhmfvqqrop.pw,dga
598926,pdxmotors.com,legit
912166,robbell.podbean.com,legit
229732,bone-surgery.ru,legit
1160221,ydtictelehum.com,dga
269889,gobroncs.com,legit
2021244,matematika.cz,legit
1952878,apkplz.com,legit
1685709,wfneoxydslyeba.su,dga
1031931,bveftsqwjchwirm.pl,dga
1194973,ausgiologistbikerepil.com,dga
1312154,hrummachuslazaroqok.com,dga
1378785,lrevsagabardinedazyx.com,dga
1746313,mnrhitjomoplmu.info,dga
1079963,eekbfoscahqg.pw,dga
295199,cracking.org,legit
624360,gamehive.com,legit
969404,mapy-mysli.com,legit
1749664,onfxcatipwsywutsdagba.biz,dga
1998262,scheideanstalt.de,legit
1502814,tblxrasildeafeninguvuc.com,dga
802011,tizilov.livejournal.com,legit
1536041,vbamsatformalisticirekb.com,dga
986203,fthr.com,legit
888691,kosmosq.com,legit
89657,goddessfantasy.net,legit
1376724,lnufrsensinaix.com,dga
1334160,jbruardenslavetusul.com,dga
703098,sewellinfiniti-dallas.com,legit
1819252,fqltokddhvemuucfw.biz,dga
1988455,elitedealclub.com,legit
810983,myloview.es,legit
50125,autorevue.cz,legit
469452,iskisita.com.br,legit
816883,iplaykshost.com,legit
720518,hammerstorm.org,legit
922295,tannerchristensen.com,legit
620208,volksbanksalzburg.at,legit
1170178,ywogvis.info,dga
468613,virginmobile.sa,legit
1920791,szxc384.com,legit
172524,acvaria.com,legit
1698610,tehkhobxoqjffo.tw,dga
1531898,usiymachuslazaroqok.com,dga
1244536,dtavestnessbiophysicalohax.com,dga
1678686,kdmgkhyyjft.com,dga
848891,ankceramics.com,legit
101624,universomarvel.com,legit
1943951,3btc.org,legit
1064440,yvovlfpkndkhr.org,dga
587536,yourlifespath.com,legit
1517791,tvotardenslavetusul.com,dga
1859445,sorotkzhbl.mooo.com,dga
1309288,hnugleasuredehydratorysagp.com,dga
1161668,yqoxnefdojrc.ru,dga
710403,dailyjobz.com,legit
1732822,xeaubjhl.info,dga
752004,abergavenny.uk.com,legit
354160,faergen.dk,legit
1983205,e-memoria.info,legit
420173,haveanaffairguide.com,legit
719800,vbacompiler.com,legit
347793,spaingiveslife.com,legit
1539072,vfdsidablyhoosieraw.com,dga
1247036,dvttardenslavetusul.com,dga
949395,hadifakhari.blogfa.com,legit
282437,textes-voeux.com,legit
206011,wessiorfinance.com,legit
431052,chgm.re,legit
64806,pubvn.net,legit
408016,comencia.com,legit
1860603,vurbeip.cc,dga
1011783,1bi04ldyafpzc1esadwkbqibws.org,dga
1268399,ffbpmen.com,dga
1739583,hnjtkrmrzvrqrupp.net,dga
59689,lyricsbogie.com,legit
641377,fish-book.ru,legit
373923,driessenstoffen.nl,legit
993339,edentify.com.au,legit
482781,lenio.fi,legit
1935069,mosaiqueguinee.com,legit
1152073,uxnvjnxirmmm.biz,dga
870262,epicaction-online.com,legit
2021339,sti-club.su,legit
1842806,uwwecbstqd.net,dga
1025734,1tvs0zv1cwfp991icns20xp43qx.net,dga
483103,kakpravilino.com,legit
2037760,idshost.fr,legit
610363,uppsalapp.se,legit
1522915,ucnhinalcentricem.com,dga
1227666,csnralitydevonianizuwb.com,dga
1265591,fbermen.com,dga
739900,supercoachtalk.com,legit
331200,larec-skazok.ru,legit
1711129,lysylyn.info,dga
1250800,eaniinalcentricem.com,dga
1213258,bvsullaabettingk.com,dga
1188539,akakrsensinaix.com,dga
1468714,rbnrinalcentricem.com,dga
1795856,qkageysjpmgrbinxxb.im,dga
1706493,dogifoh.su,dga
684768,backcsc.org,legit
1475758,rlhbestnessbiophysicalohax.com,dga
1458497,qinjamentalistfanchonut.com,dga
911750,ridewta.com,legit
943520,pleiades.online,legit
677144,turboion.com,legit
422102,cachethq.io,legit
1337401,jfxeellefrictionlessv.com,dga
141184,czxc.net,legit
1376512,lnqnrsensinaix.com,dga
1423182,ogkusagabardinedazyx.com,dga
659797,amomstake.com,legit
1128212,lwgoobhgbbjj.biz,dga
451419,rockinronsmusicsd.com,legit
1949766,vipvideos88.org,legit
158591,feedyeti.com,legit
633393,cuidomilinea.com,legit
475453,abobakr231a.blogfa.com,legit
116436,kefde.net,legit
1589146,yamginalcentricem.com,dga
1116760,htxkskgowkoq.xyz,dga
1195584,awgpanarianaqh.com,dga
994119,matchbox.com.au,legit
1773614,dldpmfordtindf.de,dga
1373811,ljuwleasuredehydratorysagp.com,dga
1173202,blqv9yibrwjbp.com,dga
574568,lo14.wroc.pl,legit
1706383,dixetoh.info,dga
1248225,dxpbleasuredehydratorysagp.com,dga
795967,nicoleszuckerwerk.com,legit
330593,kalkinma.gov.tr,legit
1950519,starnieuws.com,legit
408743,merseytunnels.co.uk,legit
873987,forkinit.blogspot.com,legit
680409,muebleshechosconpalets.com,legit
586128,pkc.gov.uk,legit
287818,jetzt-tv.net,legit
1167496,xgeorxojeaqwrwvczpguqcmfxohq.ru,dga
420018,alternateboutique.myshopify.com,legit
1703125,rodqhujrtabaobxux.net,dga
2031109,samsontech.com,legit
425200,ecoentradas.com,legit
1320231,icrqrsensinaix.com,dga
589420,streampage.com,legit
1251209,eaxbidablyhoosieraw.com,dga
1147802,tmjehhqrknmj.ru,dga
180361,viewsbank.com,legit
626939,reiselexikon.de,legit
33304,4oof4u.com,legit
1999748,epishkhan.ir,legit
799696,seniorelectron.com,legit
1094449,mwwaofhlq.org,dga
1795739,qinyldocwvju.ir,dga
665895,goiasmais20.com.br,legit
1462207,qowomachuslazaroqok.com,dga
856184,broadmoorimprovement.com,legit
924947,theliteracysite.com,legit
287421,atlastz.com,legit
1127686,lpooobgrbkvq.biz,dga
1487902,sapjrsensinaix.com,dga
96074,dysfz.com,legit
1612610,znjlenhancedysb.com,dga
1703342,jyfxcqwducucyryie.net,dga
1964600,emblem-club.com,legit
1811432,anaijjfcrjznrorhnkalgdjeu.biz,dga
2027489,urlsoal.blogspot.com,legit
1120083,isrphwvuxgwg.com,dga
92671,imatin.net,legit
1964614,flavius.jp,legit
1018010,16tky2j1lczyrs909j23a490e.net,dga
1340445,jjyqsagabardinedazyx.com,dga
218112,lornajane.net,legit
266230,leapfroglobal.com,legit
262042,districtalex.wordpress.com,legit
1655968,oxlbyoxochjwlrvfulp.com,dga
564068,katerinab.ru,legit
1068673,j4ltwf17l7a5y1vcwpb71pafjbi.net,dga
885094,jailbreakrun.com,legit
167818,sellbackyourbook.com,legit
1631373,ebnedmytxugk.com,dga
1891992,arzamas.academy,legit
1626681,byoeupnsxkttgqjcd.com,dga
1633676,fbvlyrbwpgwnvod.click,dga
379300,kirams.ru,legit
534831,xlbusinessbrokers.com,legit
1767903,adhdnpciohaqinrdfdse.net,dga
934128,wistechcolleges.org,legit
969183,ljdchost.com,legit
345812,dudette.fr,legit
759218,league.org.uk,legit
1688770,wyfhftaemilrrf.com,dga
199295,nikon.fr,legit
1378657,lrcqamentalistfanchonut.com,dga
1990338,cdlinux.net,legit
592351,chrisbarcelos.com,legit
1217387,carasatformalisticirekb.com,dga
198033,adpcorp.com,legit
137585,mob-mobile.ru,legit
1931882,emkolbaski.ru,legit
710333,headshotdrop.com,legit
1359936,kmwxanarianaqh.com,dga
1792128,oglmtvoixde.net,dga
809776,unitedhomeexperts.com,legit
776299,trulylove.ru,legit
1249765,dzrjalitydevonianizuwb.com,dga
496595,gripfile.net,legit
1656160,papxtbcgcikate.bid,dga
1968926,start24.pl,legit
1817778,erkukowszyevxzbq.net,dga
1940605,holidayinfo.cz,legit
934824,writersonlineworkshops.com,legit
979976,wmba.ca,legit
299179,umex.ru,legit
361465,grannybet.com,legit
283692,wilsonsauctions.com,legit
364461,dirtyunicorns.com,legit
289667,denilya.net,legit
598890,paulpottsofficial.com,legit
622591,atelier-zellhuber.de,legit
2011245,motobuykers.es,legit
852717,beauclip.com,legit
438205,topscantool.com,legit
655404,kameleoon.com,legit
586172,portlandmedical.co.uk,legit
1840035,tcriijhdjcshmkoipzddk.info,dga
1371622,lhgkiologistbikerepil.com,dga
1280012,fvbpbyplaywobb.com,dga
280768,td32.ru,legit
628836,anyzkowo.blogspot.com,legit
1122831,jmbjfgtugwpc.com,dga
53666,wetnwildbeauty.com,legit
1009861,1syyy951xd9zf1vsz2181e2lq6r.net,dga
1148354,tsedowpghgfu.com,dga
1646509,krexmisxa.bid,dga
913216,ryangreen.ca,legit
113731,drsgate.com,legit
944319,airbladesoftware.com,legit
871877,fantasyindex.com,legit
1374837,llntorcajanunal.com,dga
596993,lucasfordlincolnsales.com,legit
1517869,tvqkamentalistfanchonut.com,dga
1326678,iojupartbulkyf.com,dga
471140,asianpervasion.tumblr.com,legit
903305,opendcim.org,legit
827407,active-hiroshima.jp,legit
1390588,mifpllaabettingk.com,dga
1166597,pjfuqxsovglqzwbyrwmntd.com,dga
1265371,fbamsikathrinezad.com,dga
1946403,aspentimes.com,legit
1840278,tguwpdxzfitf.net,dga
1774666,ebticfjseui.cc,dga
29571,forokeys.com,legit
1009808,p7wxkxdyjajvump8kp1uqkm06.com,dga
1963858,bbkz.com,legit
1197965,bbeuorcajanunal.com,dga
930519,vaned.com,legit
1380344,ltghellefrictionlessv.com,dga
1321196,ieowsatformalisticirekb.com,dga
1503280,tbugmachuslazaroqok.com,dga
229742,tnamcot.com,legit
1775547,eotadksgskxwrmsa.mx,dga
1528621,umnqorcajanunal.com,dga
19930,mobily.com.sa,legit
1012502,q63db3ff99c2018b5d3f0f1aa90223733e.tk,dga
1677030,yiyuljnkhjnacdhjl.com,dga
1779408,gupugcvmbynjsvyu.de,dga
788406,foerderkreis-botgarten-tuebingen.de,legit
1984157,sundaybaroque.org,legit
840044,clmbtech.com,legit
1138426,pvgdcjiyxsri.com,dga
1695113,fbxcyvxxlplccb.su,dga
903012,oneidacountyhistory.org,legit
1445560,ppspellefrictionlessv.com,dga
1728213,owdorufqbex.org,dga
883159,imfarmer1.blogfa.com,legit
905291,peace-through-culture.org,legit
770569,litobraz.ru,legit
1237870,djjuancorml.com,dga
308516,cycologyeu.myshopify.com,legit
215897,dreamtouchglobal.com,legit
398186,caracas.gob.ve,legit
284623,smooch.io,legit
804710,zinovievclub.com,legit
226610,karike.com,legit
1287720,gewcardenslavetusul.com,dga
2013971,chobitch.com,legit
254802,metanoia.org,legit
1472582,rhdfidablyhoosieraw.com,dga
623666,drivers24.org,legit
667878,lotuslounge.com.br,legit
1255183,eifsamentalistfanchonut.com,dga
646094,supavite.life,legit
616890,sepahanhamrah.com,legit
1941184,iusenglish.com,legit
679381,samuipropertylocator.com,legit
613859,landelijk.vlaanderen,legit
1585079,xvphardenslavetusul.com,dga
1679226,qsihniloqdapei.in,dga
618445,fernstudium-wiwi.de,legit
522652,beeta.com.br,legit
1401069,nbmupartbulkyf.com,dga
1161306,ynnfcvgvoukm.com,dga
100876,telephone.city,legit
1866627,twhravhbn7tw64st.net,dga
102960,jumbotours.co.jp,legit
891191,littleamerica.com,legit
968018,iconaris.com,legit
1100158,cbupxmtcrcth.pw,dga
331023,thisiscarpentry.com,legit
1445567,ppsvanerraticallyqozaw.com,dga
322116,ogastrite.ru,legit
289626,daldaldeco.com,legit
1309547,hnyvancorml.com,dga
1525917,uidsorcajanunal.com,dga
1366420,kyqcancorml.com,dga
689592,dsj.org,legit
277833,stroyteh.ua,legit
2044899,benito-cereno.tumblr.com,legit
819617,overbergfoods.co.za,legit
642642,uweb.ru,legit
1052647,lqebhqmi6y5e19kqzxh124rkd1.biz,dga
102866,hch.coop,legit
973647,wydarzysie.pl,legit
1809315,yeyhaeyrdlqhdoydgbo.to,dga
1389689,mgkymachuslazaroqok.com,dga
22331,ntu.ac.uk,legit
268228,bonyancard.com,legit
1617342,ztrxsagabardinedazyx.com,dga
1192577,aqnvinalcentricem.com,dga
1483022,rvehiologistbikerepil.com,dga
1853162,apxibunqw.dynserv.com,dga
24307,server.ir,legit
613125,dreamweave.nl,legit
1526356,uinurasildeafeninguvuc.com,dga
1320554,iczdepictom.com,dga
63570,forever-lostsburn.world,legit
1019696,6j2xfp1j1zdit1lts3qxsfoyob.org,dga
322415,alt949radio.com,legit
86080,purplesea.idv.tw,legit
837619,nutrilife.com.au,legit
48206,0206.cc,legit
287786,ebuchen.com,legit
951901,leadmarketingagency.com,legit
50019,educationobserver.com,legit
768295,janua-98.com,legit
1950681,nyrb.com,legit
836433,politikin-zabavnik.co.rs,legit
266263,zielonalinia.gov.pl,legit
1225263,colhepictom.com,dga
1346798,jtjcsatformalisticirekb.com,dga
1017732,v1e6k41hwha50iz7fi7olbxg8.net,dga
223783,kuatromakina.com,legit
104532,epo.gr,legit
644993,d4h.org,legit
804819,zymexx.de,legit
1844036,vqylagcokbjzcvyhcledtdfqb.com,dga
538336,topdogsitters.co.uk,legit
1550796,vveoamentalistfanchonut.com,dga
388337,kebony.com,legit
1728834,qfhfxqfqbex.cc,dga
748866,vheel.com,legit
1926912,kotori950422.tumblr.com,legit
974584,mavininternational.com,legit
1245365,dtpramentalistfanchonut.com,dga
1352805,kaograsildeafeninguvuc.com,dga
592777,countryclubchryslerdodge.com,legit
1679167,sykelptsubukjw.in,dga
1974801,openepay.com,legit
188167,winners.ca,legit
1435114,pbovbyplaywobb.com,dga
783319,be-jo.net,legit
250086,rocketjump.com,legit
1123288,jqhqqwwgknwc.com,dga
1669678,vbphpogau.com,dga
833371,praktis.cz,legit
1171509,4gkc9kkv33g.com,dga
1836699,qxvbnfpgglowzd.com,dga
240207,phimbl.net,legit
845803,acdaspirit.com,legit
872092,fatlove.net,legit
490338,scholarshipszer.blogspot.co.za,legit
205799,lovecherry.ru,legit
1016449,porfnfrcaxugasx.org,dga
750973,komisigratis.com,legit
1583221,xtgwfordlinnetavox.com,dga
645528,noticias-today.com,legit
222522,worldhistoryproject.org,legit
985789,danielasterea.ro,legit
878692,gytu.cn,legit
188807,neterra.tv,legit
248066,surveystarz.com,legit
1821527,hcwtkbdwdphkawgdg.biz,dga
410824,sacredscribesangelnumbers.blogspot.de,legit
1913043,merlininkazani.com,legit
170193,alaan.cc,legit
816928,pretty-and-beauty.blogspot.hu,legit
1535335,uykyorcajanunal.com,dga
748797,sexoverdose.com,legit
804580,zahnarzt-tibarg-dr-wulff.de,legit
1319114,iatbenhancedysb.com,dga
990453,mediasmart.io,legit
2015603,ishi-note.com,legit
413627,russianpost.su,legit
235935,snow98.com,legit
1199303,bdcnsemitismgavenuteq.com,dga
1374205,llcnrsensinaix.com,dga
303416,thetimetube.com,legit
1177866,ntbngzqv3jgxc.com,dga
157175,phimotv.net,legit
1514283,trhmenhancedysb.com,dga
1065764,mpprp41igyrix1v2dgx41vqsvrz.com,dga
1021567,ggv2c11ix59co1y8dbhns42zj8.com,dga
1121398,jcxroetcbbkx.com,dga
795438,musikschule-neumuenster.de,legit
438731,volterys.fr,legit
1898072,teechip.com,legit
786981,eifelsucher.de,legit
849919,artedcuators.org,legit
1191064,aogaorcajanunal.com,dga
1874278,nchsoftware.com,legit
326407,applecenter.ir,legit
485570,spravkavrn.ru,legit
1519525,txuxererwyatanb.com,dga
2039525,vintagetube.pro,legit
1671011,vqarssxtpoftul.bid,dga
1951773,igenericstore.jp,legit
281578,marcobonzanini.com,legit
1714106,puzytul.com,dga
348059,abbruscatonotaio.com,legit
490867,bgtulln.ac.at,legit
762381,pure-beauties.com,legit
1295608,gstfllaabettingk.com,dga
585089,infinitive-spb.ru,legit
815590,mlwave.com,legit
1533477,uutaepictom.com,dga
1000919,tusandgcbnxxy.biz,dga
1493379,sklaalitydevonianizuwb.com,dga
1299198,gywursensinaix.com,dga
457127,shinhwacompany.co.kr,legit
1362798,kskmsemitismgavenuteq.com,dga
1624393,ayafkakvy.com,dga
314011,infomaniak.website,legit
1030912,oajvavjavsknhivx.work,dga
971719,rzeczo.pl,legit
249463,therewardhub.com,legit
944330,aisenindia.com,legit
1672568,wilgehkufdda.com,dga
645893,theherbalistshoppe.com,legit
1344226,jpqbmachuslazaroqok.com,dga
13247,utk.edu,legit
161087,citeman.com,legit
1842946,uzhdtqwhck.biz,dga
2008334,travelshows.com,legit
1556726,wcpgvinskycattederifg.com,dga
186260,janieandjack.com,legit
1440181,pjaprsensinaix.com,dga
994405,organscoaches.com.au,legit
283938,solovair-shoes.com,legit
1431553,ouqsalitydevonianizuwb.com,dga
1803130,upllfqobdpcc.su,dga
105820,sprotyv.info,legit
1340177,jjuaererwyatanb.com,dga
78369,tokyo-calendar.jp,legit
1876968,flyfrontier.com,legit
997328,apifito.ru,legit
1105513,ebggcrnepefe.com,dga
410645,nikoformanek.com,legit
1375700,lncqestnessbiophysicalohax.com,dga
29927,celebsflash.com,legit
793440,levantehaus.de,legit
379769,sextubefilme.com,legit
51480,33hyk.co,legit
435411,mon-camping-car.com,legit
280623,rcgc.edu,legit
